,weight,hometown,height,full_name,youth_team,shoots,country,scout_text,ep_id,date_of_birth,position,games_played_17,games_played_18,games_played_19,games_played_20,games_played_21,games_played_22,games_played_23,games_played_24,games_played_25,games_played_26,goals_17,goals_18,goals_19,goals_20,goals_21,goals_22,goals_23,goals_24,goals_25,goals_26,assists_17,assists_18,assists_19,assists_20,assists_21,assists_22,assists_23,assists_24,assists_25,assists_26,penalty_min_17,penalty_min_18,penalty_min_19,penalty_min_20,penalty_min_21,penalty_min_22,penalty_min_23,penalty_min_24,penalty_min_25,penalty_min_26,plus_minus_17,plus_minus_18,plus_minus_19,plus_minus_20,plus_minus_21,plus_minus_22,plus_minus_23,plus_minus_24,plus_minus_25,plus_minus_26,games_played_14,games_played_15,games_played_16,games_played_28,goals_14,goals_15,goals_16,goals_28,assists_14,assists_15,assists_16,assists_28,penalty_min_14,penalty_min_15,penalty_min_16,penalty_min_28,plus_minus_14,plus_minus_15,plus_minus_16,plus_minus_28,games_played_13,goals_13,assists_13,penalty_min_13,plus_minus_13,games_played_27,goals_27,assists_27,penalty_min_27,plus_minus_27,games_played_29,goals_29,assists_29,penalty_min_29,plus_minus_29,games_played_30,games_played_31,games_played_32,goals_30,goals_31,goals_32,assists_30,assists_31,assists_32,penalty_min_30,penalty_min_31,penalty_min_32,plus_minus_30,plus_minus_31,plus_minus_32,games_played_33,games_played_34,goals_33,goals_34,assists_33,assists_34,penalty_min_33,penalty_min_34,plus_minus_33,plus_minus_34,games_played_35,goals_35,assists_35,penalty_min_35,plus_minus_35,games_played_12,goals_12,assists_12,penalty_min_12,plus_minus_12,team_17,team_18,team_19,team_20,team_21,team_22,team_23,team_24,team_25,team_26,league_17,league_18,league_19,league_20,league_21,league_22,league_23,league_24,league_25,league_26,team_14,team_15,team_16,team_28,league_14,league_15,league_16,league_28,team_13,league_13,team_27,league_27,team_29,league_29,team_30,team_31,team_32,league_30,league_31,league_32,team_33,team_34,league_33,league_34,team_35,league_35,team_12,league_12
3715,84,Georgetown,180,Dale Deon,-,L,Canada,,95238,"Dec 03, 1992",D,,46.0,51.0,46.0,10.0,14.0,24.0,,9.0,47.0,,10.0,9.0,10.0,1.0,1.0,2.0,,0.0,3.0,,23.0,10.0,32.0,4.0,5.0,4.0,,0.0,12.0,,84.0,49.0,145.0,20.0,30.0,26.0,,4.0,40.0,,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milton Icehawks,Shawinigan Cataractes,Summerside Western Capitals,Nipissing Univ.,Nipissing Univ.,Nipissing Univ.,,Brock Univ.,Huntsville Havoc,,OJHL,QMJHL,MJAHL,USports,USports,USports,,USports,SPHL,,,,,,,,,,,Evansville Thunderbolts,SPHL,,,,,,,,,,,,,,,,
3716,67,Tampere,178,Aleksi Heponiemi,Ilves,L,Finland,,284816,"Jan 09, 1999",C/RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3717,97,Maple,191,Dalton Yorke,-,R,Canada,,153010,"May 22, 1996",D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3718,89,Sauble,185,Pat Campbell,-,L,Canada,,69897,"Jul 13, 1988",D,60.0,25.0,38.0,56.0,28.0,26.0,28.0,28.0,2.0,,4.0,0.0,1.0,14.0,8.0,2.0,2.0,3.0,0.0,,14.0,1.0,4.0,28.0,6.0,9.0,6.0,7.0,1.0,,79.0,21.0,59.0,118.0,27.0,40.0,38.0,42.0,0.0,,0.0,-0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Owen Sound-Saugeen Shores Greys,Ottawa 67's,Moncton Wildcats,Woodstock Slammers,Univ. of Guelph,Univ. of Guelph,Univ. of Guelph,Univ. of Guelph,Saugeen Shores Winterhawks,,MWJHL,OHL,QMJHL,MJAHL,USports,USports,USports,USports,WOAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719,82,Wolseley,188,Matt Smyth,-,L,Canada,Brother: Adam Smyth,33327,"Jul 03, 1985",D,,49.0,68.0,66.0,67.0,59.0,43.0,62.0,60.0,65.0,,6.0,4.0,4.0,1.0,0.0,1.0,4.0,6.0,0.0,,16.0,4.0,6.0,9.0,9.0,3.0,13.0,16.0,10.0,,102.0,28.0,86.0,81.0,94.0,55.0,141.0,130.0,143.0,,0.0,-12.0,9.0,-14.0,-20.0,-2.0,0.0,6.0,-14.0,,,,51.0,,,,2.0,,,,9.0,,,,119.0,,,,-13.0,,,,,,53.0,4.0,12.0,137.0,-16.0,54.0,1.0,10.0,85.0,5.0,22.0,21.0,17.0,1.0,9.0,3.0,18.0,18.0,12.0,74.0,50.0,60.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,Listowel Cyclones,Owen Sound Attack,Owen Sound Attack,Belleville Bulls,Phoenix Roadrunners,Corpus Christi Rayz,Corpus Christi IceRays,Corpus Christi IceRays,Rio Grande Valley Killer Bees,,MWJHL,OHL,OHL,OHL,ECHL,CHL,CHL,CHL,CHL,,,,Huntsville Havoc,,,,SPHL,,,"Fayetteville FireAntz 
“C”",SPHL,Mississippi RiverKings,SPHL,Shallow Lake Crushers,Shallow Lake Crushers,Shallow Lake Crushers,WOAA,WOAA,WOAA,,,,,,,,
3720,84,Hamilton,184,Jordan Gallea,-,R,Canada,,43031,"Jan 15, 1989",D,5.0,57.0,42.0,57.0,27.0,24.0,25.0,27.0,,,0.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,,,1.0,10.0,18.0,22.0,8.0,3.0,6.0,4.0,,,2.0,58.0,35.0,35.0,14.0,10.0,12.0,14.0,,,0.0,-2.0,-1.0,0.0,0.0,0.0,2.0,0.0,,,,,51.0,,,,6.0,,,,32.0,,,,48.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ottawa 67's,Nepean Raiders,Nepean Raiders,Powell River Kings,Nipissing Univ.,Nipissing Univ.,Nipissing Univ.,Nipissing Univ.,,,OHL,CJHL,CJHL,BCHL,USports,USports,USports,USports,,,,,Hamilton Jr. Bulldogs Mn Mdt AAA,,,,SCTAMM,,,,,,,,,,,,,,,,,,,,,
3721,93,Edmonton,180,Aaron Borejko,-,L,Canada,,24289,"Mar 28, 1991",D,32.0,50.0,57.0,67.0,32.0,,,,,,3.0,1.0,1.0,1.0,0.0,,,,,,21.0,5.0,4.0,15.0,3.0,,,,,,106.0,28.0,55.0,63.0,22.0,,,,,,0.0,3.0,-2.0,20.0,1.0,,,,,,37.0,32.0,35.0,,2.0,3.0,0.0,,8.0,21.0,8.0,,47.0,48.0,58.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SSAC Athletics Midget AAA,Kelowna Rockets,Red Deer Rebels,Red Deer Rebels,Red Deer Rebels,,,,,,AMHL,WHL,WHL,WHL,WHL,,,,,,SSAC Lions Bantam AAA,SSAC Lions Bantam AAA,SSAC Athletics Midget AAA,,AMBHL,AMBHL,AMHL,,,,,,,,,,,,,,,,,,,,,
3722,85,Laval,185,Giovanni Fiore,-,L,Canada,"Father: Tony Fiore, Cousin : Adam Fiore",156093,"Aug 13, 1996",LW/RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3723,87,Nelson,181,Justin Keller,-,L,Canada,"Keller is a very good skater and needs his speed to make up for his modest size. Has a nice wrist shot and fine vision. Isn't overly effective along the boards. Could improve his play without the puck.- Ulf Andersson, EP (2013)",12026,"Mar 04, 1986",LW,,72.0,72.0,72.0,60.0,70.0,62.0,68.0,,,,25.0,31.0,51.0,13.0,15.0,22.0,17.0,,,,21.0,22.0,37.0,11.0,22.0,20.0,7.0,,,,44.0,103.0,82.0,26.0,45.0,54.0,45.0,,,,16.0,14.0,12.0,-11.0,7.0,-2.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kelowna Rockets,Kelowna Rockets,Kelowna Rockets,Springfield Falcons,Norfolk Admirals,Norfolk Admirals,Norfolk Admirals,,,,WHL,WHL,WHL,AHL,AHL,AHL,AHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3724,86,Coniston,183,Cory McGillis,-,L,Canada,,23664,"Jul 09, 1988",LW,46.0,53.0,56.0,48.0,26.0,11.0,,16.0,8.0,,1.0,11.0,21.0,18.0,11.0,7.0,,4.0,0.0,,4.0,15.0,15.0,21.0,4.0,2.0,,7.0,0.0,,63.0,101.0,147.0,83.0,41.0,22.0,,40.0,37.0,,-12.0,-2.0,2.0,-1.0,-4.0,0.0,,0.0,-1.0,,,31.0,44.0,,,28.0,19.0,,,33.0,36.0,,,135.0,73.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windsor Spitfires,Windsor Spitfires,Windsor Spitfires,"Barrie Colts 
“A”",Sudbury Wolves,Concordia Univ.,,Univ. of Windsor,Quad City Mallards,,OHL,OHL,OHL,OHL,OHL,USports,,USports,CHL,,,Sudbury Wolves Bantam AAA,Sudbury Northern Wolves,,,NOBHL,NOJHL,,,,,,,,,,,,,,,,,,,,,
3725,83,Charlesbourg,175,bastien Trudeau,-,R,Canada,,37468,"Jul 24, 1991",RW,62.0,68.0,65.0,68.0,67.0,62.0,,,,1.0,40.0,19.0,9.0,33.0,31.0,14.0,,,,0.0,28.0,22.0,17.0,36.0,64.0,20.0,,,,0.0,24.0,24.0,14.0,25.0,14.0,37.0,,,,0.0,2.0,9.0,-4.0,26.0,13.0,-1.0,,,,0.0,,,44.0,,,,9.0,,,,16.0,,,,4.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Québec Remparts,Québec Remparts,Lewiston MAINEiacs,Acadie-Bathurst Titan,Acadie-Bathurst Titan,Bloomington Blaze,,,,Thetford Mines Assurancia,QMJHL,QMJHL,QMJHL,QMJHL,QMJHL,CHL,,,,LNAH,,,Séminaire St-François Blizzard,,,,QMAAA,,,,,,,,,,,,,,,,,,,,,
3726,98,Moskva,191,Renat Dadadzhanov,-,L,Russia,,414858,"Jun 13, 1999",D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3727,88,Burlington,180,Harrison Cottam,-,R,Canada,,333453,"Jun 16, 1999",RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3728,92,Port,181,Brenden Silvester,-,R,Canada,Team Staff profile of Brenden Silvester also available,37246,"May 02, 1991",C,52.0,65.0,33.0,,,14.0,,,,,2.0,6.0,4.0,,,14.0,,,,,5.0,4.0,10.0,,,6.0,,,,,11.0,20.0,30.0,,,24.0,,,,,-1.0,-12.0,-14.0,,,0.0,,,,,,,40.0,,,,7.0,,,,12.0,,,,56.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle Thunderbirds,Seattle Thunderbirds,Seattle Thunderbirds,,,Simon Fraser Univ.,,,,,WHL,WHL,WHL,,,BCIHL,,,,,,,Vancouver NE Chiefs,,,,BCMML,,,,,,,,,,,,,,,,,,,,,
3729,86,Amherstview,180,Andrew Fournier,-,L,Canada,,14443,"Nov 05, 1987",LW,34.0,67.0,58.0,70.0,44.0,70.0,68.0,,,64.0,6.0,23.0,20.0,35.0,8.0,27.0,38.0,,,29.0,9.0,16.0,18.0,40.0,18.0,44.0,33.0,,,19.0,30.0,42.0,58.0,53.0,22.0,40.0,20.0,,,39.0,1.0,5.0,29.0,1.0,-0.0,11.0,21.0,,,-10.0,,49.0,50.0,,,9.0,18.0,,,11.0,27.0,,,41.0,58.0,,,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plymouth Whalers,Plymouth Whalers,"Plymouth Whalers 
“A”","Plymouth Whalers 
“C”",Florida Everblades,Kalamazoo Wings,Kalamazoo Wings,,,Brampton Beast,OHL,OHL,OHL,OHL,ECHL,ECHL,ECHL,,,CHL,,Kingston Voyageurs,Kingston Voyageurs,,,OPJHL,OPJHL,,,,,,,,,,,,,,,,,,,,,
3730,77,Turnov,184,Matej Pekar,HC Jablonec,L,Czech,,271642,"Feb 10, 2000",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3731,82,Leduc,185,Jakin Smallwood,-,R,Canada,,326514,"Jan 21, 2001",RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732,87,Airdrie,179,Dana Tyrell,Airdrie MHA,L,Canada,"Tyrell is a forward with great speed. Plays a very tenacious and energetic game. Always brings top-level effort to the ice. Can play any position up front. Somewhat lacking in natural offensive talent, though.- Erik K. Piri, EP (2014)

Brother: Corey Tyrell
Uncle: Dale Ames",11638,"Apr 23, 1989",C/W,69.0,72.0,79.0,30.0,74.0,78.0,80.0,,70.0,54.0,7.0,30.0,26.0,19.0,9.0,6.0,10.0,,15.0,13.0,11.0,26.0,45.0,21.0,27.0,9.0,16.0,,18.0,13.0,44.0,51.0,53.0,27.0,22.0,12.0,29.0,,24.0,34.0,-3.0,4.0,-12.0,-22.0,9.0,-5.0,-1.0,,0.0,0.0,23.0,35.0,35.0,,2.0,21.0,16.0,,14.0,47.0,23.0,,0.0,22.0,22.0,,0.0,0.0,0.0,,,,,,,,,,,,4.0,0.0,1.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prince George Cougars,Prince George Cougars,Prince George Cougars,Prince George Cougars,Norfolk Admirals,Tampa Bay Lightning,Tampa Bay Lightning,,Syracuse Crunch,Springfield Falcons,WHL,WHL,WHL,WHL,AHL,NHL,NHL,,AHL,AHL,Airdrie Xtreme Bantam AAA,Airdrie Xtreme Bantam AAA,UFA Bisons Mdgt AAA,,AMBHL,AMBHL,AMHL,,,,,,Wichita Thunder,ECHL,,,,,,,,,,,,,,
3733,79,West,186,Kyle Mulder,-,R,Canada,,37192,"Jun 13, 1991",RW,0.0,47.0,61.0,,,,,,,,0.0,2.0,5.0,,,,,,,,0.0,0.0,9.0,,,,,,,,0.0,17.0,25.0,,,,,,,,0.0,-7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winnipeg Thrashers Midget AAA,Regina Pats,Regina Pats,,,,,,,,MMHL,WHL,WHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3734,82,Brooklin,185,Colton Kamerrer,-,R,Canada,,416856,"Oct 21, 2001",D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735,93,Beaumont,193,Curtis Miske,-,L,Canada,,108326,"Jan 17, 1997",LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736,79,Arthabaska,189,Mathieu Bolduc,-,R,Canada,,12129,"Feb 29, 1988",D,59.0,69.0,70.0,70.0,22.0,26.0,26.0,28.0,16.0,,1.0,0.0,4.0,9.0,1.0,4.0,2.0,1.0,2.0,,5.0,10.0,16.0,23.0,2.0,5.0,6.0,8.0,5.0,,63.0,102.0,113.0,104.0,26.0,24.0,62.0,38.0,44.0,,12.0,28.0,-2.0,30.0,6.0,1.0,8.0,18.0,-8.0,,,,33.0,,,,0.0,,,,8.0,,,,59.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chicoutimi Saguenéens,Chicoutimi Saguenéens,Chicoutimi Saguenéens,"Chicoutimi Saguenéens 
“A”",Shawinigan Cataractes,Univ. of Moncton,Univ. of Moncton,Univ. of Moncton,Univ. of Moncton,,QMJHL,QMJHL,QMJHL,QMJHL,QMJHL,USports,USports,USports,USports,,,,Magog Cantonniers,,,,QMAAA,,,,,,,,,,,,,,,,,,,,,
3737,89,Landshut,186,Nico Kr,EV Landshut,L,Germany,"Uncle: Gerd TruntschkaCousins: Bastian Krämmer, Lukas Krämmer",43434,"Oct 23, 1992",LW/RW,,,24.0,,,,,,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,16.0,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acadie-Bathurst Titan,,,,,,,,,,QMJHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3738,85,Edson,188,Dallas Jackson,-,L,Canada,,23331,"Mar 31, 1989",D,34.0,33.0,59.0,67.0,48.0,39.0,67.0,52.0,57.0,67.0,2.0,17.0,5.0,13.0,14.0,2.0,7.0,7.0,3.0,6.0,12.0,18.0,14.0,25.0,31.0,7.0,23.0,11.0,22.0,18.0,68.0,93.0,41.0,93.0,39.0,16.0,85.0,44.0,38.0,32.0,0.0,0.0,-4.0,-19.0,5.0,-6.0,2.0,-4.0,-8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Albert Raiders Midget AAA,St. Albert Raiders Midget AAA,Red Deer Rebels,Prince George Cougars,Prince George Cougars,Reading Royals,Gwinnett Gladiators,Gwinnett Gladiators,Bridgeport Sound Tigers,Hartford Wolf Pack,AMHL,AMHL,WHL,WHL,WHL,ECHL,ECHL,ECHL,AHL,AHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3739,78,Shippagan,180,Luc Hach,-,R,Canada,,284884,"Oct 10, 2000",C/LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3740,73,Ottawa,180,David Weckworth,-,R,Canada,,78073,"Jun 02, 1993",D/F,37.0,50.0,50.0,43.0,64.0,26.0,28.0,28.0,25.0,,19.0,1.0,0.0,0.0,2.0,3.0,3.0,4.0,1.0,,15.0,7.0,5.0,5.0,13.0,3.0,4.0,7.0,5.0,,32.0,10.0,12.0,23.0,32.0,26.0,14.0,18.0,16.0,,0.0,13.0,-7.0,-17.0,-16.0,0.0,0.0,0.0,0.0,,,,28.0,,,,3.0,,,,2.0,,,,14.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ottawa Senators Midget AAA,Gatineau Olympiques,Gatineau Olympiques,Saint John Sea Dogs,"Saint John Sea Dogs 
“A”",Carleton Univ.,Carleton Univ.,Carleton Univ.,Carleton Univ.,,OEMHL,QMJHL,QMJHL,QMJHL,QMJHL,USports,USports,USports,USports,,,,Ottawa Senators Midget AAA,,,,OEMHL,,,,,,,,,,,,,,,,,,,,,
3741,77,Oshawa,180,Luke Burghardt,Clarington MHA,L,Canada,Brother: Mitchell Burghardt,267953,"May 12, 1998",LW/C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3742,97,White,193,Jake Primeau,Nepean MHA,L,Canada,,127439,"Aug 11, 1994",D,27.0,38.0,25.0,55.0,45.0,,,,,,1.0,6.0,0.0,1.0,6.0,,,,,,5.0,15.0,8.0,3.0,18.0,,,,,,36.0,51.0,53.0,55.0,118.0,,,,,,0.0,0.0,-0.0,-11.0,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ottawa Senators Midget AAA,Arnprior Packers,Woodstock Slammers,Acadie-Bathurst Titan,Truro Bearcats,,,,,,OEMHL,EOJHL,MJAHL,QMJHL,MJAHL,,,,,,,,Semiahmoo Ravens Midget A2,,,,Midget,,,,,,,,,,,,,,,,,,,,,
3743,92,Rochester,185,Dan Collins,-,R,USA,,9373,"Feb 26, 1987",RW,59.0,79.0,44.0,66.0,63.0,56.0,45.0,,,,9.0,27.0,26.0,26.0,9.0,5.0,12.0,,,,13.0,22.0,23.0,42.0,20.0,2.0,20.0,,,,30.0,68.0,56.0,87.0,55.0,25.0,50.0,,,,2.0,-1.0,-6.0,17.0,-8.0,-11.0,-2.0,,,,,,35.0,,,,14.0,,,,12.0,,,,58.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plymouth Whalers,Plymouth Whalers,Plymouth Whalers,Plymouth Whalers,Rochester Americans,Rochester Americans,Johnstown Chiefs,,,,OHL,OHL,OHL,OHL,AHL,AHL,ECHL,,,,,,Syracuse Jr. Crunch,,,,OPJHL,,,,,,,,,,,,,,,,,,,,,
3744,91,,188,Olivier Cr,-,L,Canada,Brother : Antoine Crête-Belzile,335704,"Sep 02, 2000",D/LW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3745,87,Helsinki,188,Otto Somppi,IHK,L,Finland,Brother: Juho Somppi,196406,"Jan 12, 1998",C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3746,96,Unionville,191,John Armstrong,-,R,Canada,,12271,"Feb 26, 1988",C,52.0,65.0,61.0,65.0,68.0,14.0,78.0,54.0,48.0,55.0,6.0,14.0,19.0,21.0,5.0,1.0,9.0,9.0,12.0,18.0,13.0,23.0,26.0,36.0,15.0,5.0,8.0,12.0,32.0,20.0,39.0,75.0,60.0,77.0,72.0,13.0,91.0,75.0,45.0,34.0,1.0,-18.0,-2.0,-10.0,-2.0,-1.0,-6.0,-4.0,-6.0,-8.0,,0.0,43.0,,,0.0,35.0,,,0.0,47.0,,,0.0,24.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plymouth Whalers,Plymouth Whalers,Plymouth Whalers,"Peterborough Petes 
“C”",Quad City Flames,Abbotsford Heat,Abbotsford Heat,Utah Grizzlies,Kalamazoo Wings,Las Vegas Wranglers,OHL,OHL,OHL,OHL,AHL,AHL,AHL,ECHL,ECHL,ECHL,,Toronto Jr. Canadiens Bantam AAA,Toronto Jr. Canadi. Mn Mdgt AAA,,,GTBHL,GTMMHL,,,,,,,,,,,,,,,,,,,,,
3747,79,Portneuf,184,Christophe Lirette,-,L,Canada,,37488,"Feb 23, 1989",LW,,,34.0,54.0,46.0,,,,,,,,9.0,3.0,12.0,,,,,,,,25.0,5.0,31.0,,,,,,,,65.0,24.0,71.0,,,,,,,,0.0,-7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marathon Renegades,Prince Edward Island Rocket,Hawkesbury Hawks,,,,,,,,SIJHL,QMJHL,CJHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3748,72,,178,Manuel Alberg,-,R,Germany,,319267,"Mar 06, 2001",RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3749,89,Dieppe,183,Jeremy Doucet,-,R,Canada,Has duplicate stat profiles for Campbellton Tigers in 2011/12 MjaHL stats.,98677,"Aug 10, 1995",D/RW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
