,ep_id,scout_text
3129,299019,"Father: Jason Smart
Grandfather: Russ Smart"
3131,93351,"Father: Olaf Eller Brother: Lars Eller
Half brother: Michael Smidt"
3132,190654,"Brother: Anthony Hora

Hora is a solid two-way defenceman. He skates well and has a very smart stick. He makes a good first pass and does not shy away from the physical play. (Tyler Parchem, EP 2016)"
3133,214673,"An intelligent, mobile defenseman that capitalizes on offensive chances when they arise and is quick to recognize his post and backcheck hard. Doesn't force plays or take a lot of chances; rather, he plays it simply, letting the game come to him. Decent physical game, but not overly physical as he can lose some size matchups. All-in-all, a two-way defenseman that makes smart, high-percentage decisions in all three zones. (Curtis Joe, EP 2015)"
3134,14039,"Samson plays a very energetic game, but also has some scoring ability and a nose for the net. Even though he's not huge, he's successful in board battles.- Erik K. Piri, EP (2011)"
3137,14098,Brother: Cody Sylvester
3139,12153,"An offensive-minded defenseman, Noreau is a very good skater. He excels with the man advantage with his playmaking abilities and right-handed shot.
Obviously, his modest size is a bit of a weakness.- Erik K. Piri, EP (2011)

Brothers: Jérémy Noreau, Samuel Noreau"
3143,236471,"Filip Zadina is a dynamic offensive forward that plays a complete game. A deft and agile skater, he exhibits explosive mobility both up and down the ice. In all three zones, he proactively looks to create problems for the opposition. His awareness is indicative of his high level of hockey sense, and he knows how to make plays and scoring chances materialize. Has a goal scorer's toolbox, complete with the individual puck skills that one comes to expect from today's elite offensive players. The accurate release on his shot is noteworthy and is a defining aspect of his offensive capabilities. Defensively sound, he disrupts lanes and pressures the opposition to make hasty decisions; he is tenacious in pursuit of puck control and transitions up-ice naturally. All-in-all, Zadina can be categorized as both a two-way forward with a well-rounded game and a dominant offensive force. (Curtis Joe, EP 2018)

Father: Marek Zadina"
3147,162744,Brother: Luc Champagne
3148,294613,Brother: Morgan Barron
3150,245965,"A smart offensive catalyst that consistently displays outstanding work ethic, elite hockey sense, and an ability to stay ahead of the play in all three zones. Very naturally gifted skater who moves around the ice with ease. Excels in pressure situations and uses his vision to predict where the puck is going to be, and proactively gets his body into a position where he can either take it away or take off up the ice. Offensively, he has a very creative streak, and knows what kinds of plays he can make in all situations; he also has an exceptional release on his shot, which he can get off quickly. Defensively, he is a buzzsaw that will not let up on the opposition, creating problems for them by causing turnovers and playing strong positionally. Will Bitten has all of the tools to become a very dangerous two-way forward that can produce strong numbers at the next level. [EP]

Brother: Samuel Bitten
Father: Michael Bitten (badminton)
Mother: Doris Piché (badminton)
Cousin: Sébastien Piché"
3153,71940,"A smart forward, who plays a reliable two-way game and is present at both ends of the ice using his tremendous skating abilities. Dominic Kahun has quick hands and is a slick stick-handler as he doesn’t need much room to dazzle with the puck through the opponent’s defense. Has a small stature, with a lot of room to bulk up and his physical play is inexistent as he shies away from contact on the ice. Poised with the puck and sees the ice well with remarkable vision. With those attributes, he can lead a team’s offense and make his teammates better. (by Rafik Soliman, August 2014)"
3161,108472,"Father: Jason Clague
An offensive defenseman in nature, Clague is a tantalizing blend of speed, cunning, and craftiness. Very smooth skater that is mobile at a professional level. Great vision and is able to control plays with the puck on his stick. Creative passer. Will need to work on his shot and consistency moving forward, but has the undeniable raw skills and fundamental attributes of a puck-moving offensive defenseman. All-in-all, a highly skilled defenseman that has the potential to be a proficient producer from the back end. (Curtis Joe, EP 2015)

Father: Jason Clague"
3163,23336,Brother: Tyler Mistelbacher
3165,21033,"Ashton is a big winger with a decent nose for the net and alright offensive instincts. However, he could use his size more to his advantage. Also, could stand to improve his defensive game.- Erik K. Piri, EP (2014)

Father: Brent Ashton"
3167,91872,Team Staff profile of Chase Souto also available
3169,45633,"Father: Dave Lowry
Brother: Joel Lowry"
3171,37281,"Ellis is a defenseman who plays a fairly well-rounded game. Has solid size and gets physical. Offensively, he has a big shot and a decent outlet pass. Could work on his skating ability overall. - Erik K. Piri, EP (2015)"
3174,101581,"Skilled two-way defenseman with a fine passing game. Reads the play really well and is strong on the power play. (EP, 2013)"
3175,40157,Cousin: Claude Giroux
3178,37172,Also listed as a R handed shot.
3179,252477,Brother: Jordan Picard
3180,95340,"Father: Dieter Wieser
Brother: Justin Wieser
Uncle: Michael Nyffeler
Cousins: Melvin Nyffeler & Dominic Nyffeler"
3181,9336,"Brothers: Brock McGinn, Tye McGinn Cousin: Erik Bradford"
3182,28422,Brother: Shaun Vey
3183,177647,"Father: Claude Lemieux
Uncle: Jocelyn Lemieux
Half-Brothers: Christopher Lemieux and Michael Lemieux

Perfectly fits the cliche has a player you hate to play against but love to have on your team. Like his father Claude, Brendan will drive the opposing team crazy as he is the perfect agitator. Lemieux also has the ability to burn you offensively as he is a top 5 scorer on Barrie. He showed the ability to both agitate and score in the CHL Top Prospects Game. Most likely a 2nd-3rd round NHL pick in June, but could easily move up into the later first round. (Tyler Parchem, EP, 2014)"
3186,199396,Brother: Ryan Murray
3189,30929,Brother: Michael Pereira
3193,186993,Brother: Beni Berisha
3196,268687,"Gentles is an undersized defenceman who skates well and is a good passer. He is not afraid to jump in offensively and is smart in his own end. He is not very physical. (Tyler Parchem, EP 2016)"
3198,233504,Cousin: Tim Gleason
3204,151385,Brother: Matt Amadio
3207,245105,"Bruce is purely a defensive defenceman. Being 6'6, he uses his long reach and strength to take care of his own end and clear the crease. He does not have much offense to his game and is not the smoothest skater but is a smart defenseman who knows how to use his size. (Tyler Parchem, EP 2015)"
3209,45643,Brother: Michael Burns
3211,11313,Team Staff profile of Luca Caputi also available
3215,201106,2010-11 team: Monarchs
3220,37471,Team Staff profile of Hubert Genest also available
3221,23789,Team Staff profile of David Richard also available
3223,13664,Father: Alexei Nikiforov
3231,30930,Father: Frank Carnevale
3235,9334,"Schira is a well-rounded defenseman who skates well. Owns a good shot and can play on the powerplay. Utilizes his somewhat modest frame to the best of his ability.- Ulf Andersson, EP (2013)"
3243,142252,"Bouramman is a quick, averaged sized defenceman who skates very well and is an excellent passer. Not overly physical but is a smart player. He fit in well on a deep soo greyhounds team and will look to be the top guy next season after the graduation of Darnell Nurse (Tyler Parchem, EP 2015)"
3247,10247,"Father: Bud Yandle, 
Brother: Brian Yandle"
3249,126389,Full name: Justin Vanier-Guénette
3252,40244,Brother: Jakub Kindl
3260,37474,Team Staff profile of Jason Rajotte also available
3266,219769,Father: Dariusz Lyszczarczyk
3269,23155,Team Staff profile of Tyler Hlookoff also available
3270,73397,"A right-handed winger who can really skate. Plays with a lot of energy and likes to shoot the puck. Handles the puck very well and can do the unexpected. Shifty and creative. Must get stronger and become a better player without the puck. (EP, 2012)

Brother: Steffen Søberg"
3271,11114,"Reed is a primarily offensive player. He knows where to go to score goals and is strong on his skates.Could improve his defensive game.- Erik K. Piri, EP"
3272,94248,"Cousins: Aaron Pietila, Blake Pietila, Chad Pietila, Phil Pietila"
3278,64903,Team Staff profile of Ryan Berard also available
3282,23008,Brother: Kyle Wellwood
3284,298937,Twin brother: Beck Warm
3285,19052,"Great Grandfather: Dit Clapper
Father: Greg Theberge"
3289,190268,"Grandfather: Vladimir Stransky

Father: Darek Stransky

Uncles: Vladan Stransky and Vit Stransky

Brother: Matej Stransky"
3292,84726,"Brother : Jordan Messier
Cousins : Doug Messier | Lyon Messier | Mark Messier | Paul Messier | Douglas Messier"
3295,100478,"Grandfather:Pavel Volek

Father: David Volek

Uncle: Jakub Volek"
3298,92803,"Father: Todd Bjorkstrand
Brother: Patrick Bjorkstrand"
3304,56707,Team Staff profile of Andrew White also available
3311,213755,Father: Patrick Poulin Brother: Samuel Poulin
3312,43428,"Elsner is a tough winger who plays a very physical game. Finishes his checks hard and owns a heavy shot. On the downside, he can take some bad penalties.- Ulf Andersson, EP"
3314,199913,"Brothers: Jaret Babych & Ty Babych
Father: Dave Babych
Uncle: Wayne Babych"
3316,199660,"A shifty and intelligent defenceman who plays with panache and poise. An excellent skater who is a good puck-carrier up the ice. Makes very good decisions with and without the puck, and plays strong positionally. Works hard and doesn't give the opposition much to work with, but could stand to be a bit more assertive during high pressure situations. That being said, he is not a one dimentional player. He displays natural talent in the offensive end, but also plays a complete defensive game in his own end. He has a proactive stick and boxes the opposition out, limiting lanes. All-in-all, the type of all-around defenceman who you want to have on the ice as much as possible. (Curtis Joe, EP 2016)"
3318,14359,Team Staff profile of Greg Nemisz also available
3327,44902,Found himself playing in the OJHL after he was the odd man out in Barrie's overager list. A future in CIS could be a possibility.
3330,196391,"A competitive spark-plug, Olli Juolevi is a complete, all-around defenceman who can hem the opposition in their own end or make things difficult for the opposition at home; either way, he puts the pressure on and lays it on thick. A strong and balanced skater, he can rush the puck through the neutral zone with ease or backcheck with haste. Uses his size to his advantage, but knows his physical limits and plays within them. Instead of playing overly physical, he makes his presence felt by exhibiting his high-end playmaking ability and puck possession play. All-in-all, a well-rounded blueliner who thrives under pressure and can be trusted in all situations. (Curtis Joe, EP 2016)"
3332,37144,• Missed two seasons of play due to LDS missionary work
3334,247912,"Father: Craig Geekie
Brothers: Noah Geekie & Conor Geekie"
3336,45550,"Cousins is a center with a fairly well-rounded game. A skilled playmaker and set-up man. Gritty and feisty, he doesn't shy away from the hard areas. Could improve his skating, though.- Erik K. Piri, EP (2014)"
3337,11865,"A smart two-way winger. Works hard and has a solid board game. Kugryshev isn't very aggressive, but always backchecks to help out defensively."
3342,32780,"Button is a skilled defenseman with great skating ability. Evades forecheckers very well with his agility. Has a good first pass and a fine wrist shot.- Erik K. Piri, EP (2014)"
3343,348092,Father: John Tucker
3356,38769,Brother: Dion Phaneuf
3359,37238,A large defenseman with good skating. Plays very physical. Blocks shots and passes well. Offensively decent. Has an ok shot and has a good first pass. (Matias Strozyk)
3360,18830,Team Staff profile of Andrew Wilkins also available
3366,135775,"Offensive center that plays a sound all-around game. Never gives up on the play and possesses a versatile set of individual skills. Has a goal scorer's mindset, but is dependable at both ends of the ice; can contribute in a number of different ways. Though he isn't the biggest player, that is nullified due to his willingness to battle against bigger players. (Curtis Joe, EP 2014)


Brother: Kaj Suter"
3369,195951,Brother: Tyler Wotherspoon
3370,82918,"Father: Warren Rychel
Brother: Maddux Rychel"
3373,9486,Brother: Mitch Versteeg
3378,42435,Brother: Yuri Grigorenko
3385,40286,"Brothers: Alex Gallant, Brad Gallant"
3387,11660,"A well-rounded defenseman, Ehrhardt can skate well. Also has solid size.
Brother: Dallas Ehrhardt"
3392,12441,Team Staff profile of Michael Hengen also available
3395,354316,"Twin Brother: Dylan Massie
Brother: Jake Massie"
3397,37655,"Father: Dale Hunter
Uncles: Dave Hunter & Mark Hunter
Brother: Dylan Hunter"
3398,9491,"An offensive center with a good eye for the game. A very good skater. Has a good attitude, defensive game and stickhandling. Shoots well. Needs to gain strength, play with higher intensity and develop his game without the puck. (Matias Strozyk)Father-in-law: Doug GilmourCousin: Ian Edmondson"
3400,45571,A center with good offensive skills. A very good playmaker with good skating. Accelerates well and has an impressive shot. Works hard and has good hands. (Matias Strozyk)
3401,11125,"A skilled winger, Aubin has a good shot and passing ability. Knows where to go in order to score goals. Skates very well and has leadership qualities.Isn't very big, though, and isn't great in board battles.- Erik K. Piri, EP (2010)"
3405,201556,"Father:  Damon Kustra
Brother: Matt Kustra"
3406,205489,"DiTomaso is a stay a home defenceman with average size. He is a smart player with 3 years of OHL experience. Valuable bottom pairing defenceman at this level. He is not very physical. (Tyler Parchem, EP 2016)"
3407,23199,Team Staff profile of Dave Nolin also available
3413,37150,Cousin: Ian Young
3414,201664,Cousin: Mitchell Stephens
3417,201236,"2010-11 team: Stars
Uncle: Dave Schioler
Cousin: Dane Schioler"
3418,157407,"A hulking power winger that plays a skill game, Bondra is a shifty skater blessed with predatory offensive instincts and a nose for the net. Good puck-handling ability; protects the puck exceptionally well with his size. Could be more physical, but that will come. All-in-all, a talented scorer that can be very difficult for the opposition to contain. (Curtis Joe, EP 2014)"
3419,37403,"Brothers: David Henley, Samuel Henley"
3422,452004,"Father: Wayne Primeau
Sister: Madison Primeau
Uncle: Keith Primeau
Cousins: Corey Primeau, Chayse Primeau & Cayden Primeau"
3428,201274,"A highly skilled and all-round player. Patrick has few, if any, holes in his game and stands out in many aspects. His hockey sense and competitiveness is top notch. At the same time he has above average skating, shooting and puck skills.  Furthermore, Patrick is a reliable two-way player and will do an excellent job on the penalty kill. Very capable scorer and passer. (EP 2017)

Father: Steve Patrick 
Uncle: James Patrick, Rich Chernomaz
Sister: Madison Patrick"
3432,36736,"Dumont is a tough forward who plays with a lot of energy and grit. Won't back down from bigger opponents and can be an agitator. However, he is of diminutive stature, which can be a problem at times. Always competes hard, though.- Erik K. Piri, EP (2014)"
3434,199722,2010-11 team: Hawks
3440,18097,Father: Pavel Palat
3441,110850,"Murphy is an offensive defenceman who skates well, makes good passes and can quarterback the powerplay. He also likes to play physical although he is undersized. Top 10 in OHL defenceman scoring this season. (Tyler Parchem, EP 2015)"
3444,183442,"A generational talent, Connor McDavid is a catalyst for positive plays in all three zones. Thinks the game analytically and recognizes scoring chances before they have even happened. Blessed with good size and an elite-level skillset, which includes nimble skating and deft puckhandling. All-in-all, a dominant center with all of the will, power, and intangibles to become a successful hockey luminary.
- Curtis Joe, EP 2014
Brother: Cameron McDavid"
3445,69391,"Father: John J. Carrick
Brothers: Jake Carrick, Josh Carrick & Sam Carrick
Cousins: Bobby Hughes & Hayley Hughes"
3446,37472,Father : Bernard Carrier | Brother : Alexandre Carrier
3448,56587,Brother: Riley Morden
3449,37424,"Gagné is a defenseman with good passing skills and two-way ability. Diminutive, but doesn't shy away from physical contact. Owns a good shot and can play on the powerplay.- Erik K. Piri, EP (2012)"
3452,62486,Team Staff profile of Josh Graves also available
3457,289453,Brother: Linus Sandin
3459,391751,Brother: Vitali Sapego
3465,11251,"P.K. Subban is a spectacular puck-moving defenseman who can take big influence on a game with his end-to-end rushes. Is a very good skater and is able to shake of fore-checking forwards with quick stops or sharp turns and decent puck-control. Possesses a hard and accurate slap-shot, which is especially on the power play a weapon. Battles hard on every shift, but discipline is an issue as he takes stupid and often badly-timed penalties.(by Rafik Soliman – April 2013)

Brothers: Jordan Subban, Malcolm Subban

Cousins: Marselis Subban & Raegan Subban"
3468,151955,"A winger with promising size, Lammikko works hard at both ends of the ice and is strong in small spaces and corners. He is a decent skater with good stickhandling and playmaking ability. Lammikko has been an eager shooter in the juniors, but seems more apt as a set-up man with his vision and IQ. He is also characterized by good decision-making and sound defensive play. (Matias Strozyk, 2012)"
3469,150872,Brother: Keaton Middleton
3470,11607,A strong two-way forward. Has a ton of character. Plays a physical game and has a decent shot. (EP 2008)
3472,65575,"Brothers: Evan Neibrandt, Adam Neibrandt"
3475,22857,"A defensive defenseman who likes to play a physical game. Won't take any unnecessary risks with the puck. Will block a lot of shots.- Erik K. Piri, EP"
3481,257718,Brother: Cameron Hughes & Liam Hughes
3483,45278,Full name: Steven Verelli
3484,284911,Brother: Mathieu Joseph
3486,19275,Team Staff profile of Anthony Perdicaro also available
3489,62211,Brother: Nicholas Merkley
3495,213751,Brother: Benjamin Hamelin
3503,118657,"An agile forward, Drouin is very creative and a good skater. He is an extremely offensive player with fantastic hands and excellent on-ice-vision. Drouin has a good shot but is best used as a playmaker and is very dangerous on the powerplay. Drouin is not a large player or an explosive skater, but he is very agile and able to play his way out of tight spots thanks to his hockey sense. (Matias Strozyk, 2012)"
3504,18032,"Tomanek is an offensive winger with great speed, acceleration, and agility. Is a good shooter and forechecker. He is very important player for his team in powerplay. In recent years he is better in read a game and passing. Could improve his defensive game. Isn't much of a physical player.- Ulf Andersson, Vladimir Kubik EP"
3505,11388,"Arniel plays a good two-way game and helps out in all areas of the ice. Skates very well and has very good hockey sense.
Lacks in size and strength, but doesn't shy away from physical contact.

Uncle: Scott Arniel
Cousin: Brenden Arniel"
3508,20380,"A winger with very good size. Persson likes to go to the hard areas and force scoring plays. Isn't a great skater, but has a high compete level.

Brothers: Joel Persson, Johan Persson, Jonathan Persson, Johnas Persson"
3510,350236,Father: Jan Ludvig
3511,11539,"Henry is a big defensive defenseman who's a hard worker. Has a strong physical game. Has improved his offensive game, but could still improve there. Doesn't skate very well.- Ulf Andersson, EP (2013)

Brother: Darian Henry"
3514,59952,Full name: Mitchell Deacon
3518,146538,"Full name: Mitchell Graham

Graham is small but plays hard. Played for 4 different teams in 2012/2013. After bouncing around the GOJHL he earned a late season audition in Windsor where he impressed. He looks to battle for a spot on the bottom 6 out of camp."
3523,76435,"Cousins: Brock McGinn, Jamie McGinn, Tye McGinn"
3524,44605,Full name: Matthew Stoddard
3525,267844,Brother: Rylee McKinnon
3526,275589,Father: Jason Boudrias
3532,10435,"A two-way center, Cliche is very strong defensively. He plays with plenty of energy and can also be utilized on the wing.- Erik K. Piri, EP (2010)"
3534,156923,Brother: Len Fabbri
3535,120642,"Father : Pierre Turgeon
Uncle : Sylvain Turgeon
Sisters : Elizabeth Turgeon | Valérie Turgeon"
3537,9195,"Blunden is a big winger who plays a gritty game. Offensively, he has a hard shot with a good release. Could improve his defensive game.- Erik K. Piri, EP (2010)

Brothers: Sean Blunden, Stephen Blunden"
3544,11564,"Dupuis is mainly a checking center who is very solid defensively. A skilled faceoff man, he is valuable on the penalty kill. Dupuis can also contibute offensively with decent playmaking ability and hockey sense.- Erik K. Piri, EP (2011)"
3546,17096,Team Staff profile of Kyle Paige also available
3553,83510,Brother: Cole Penner
3555,213477,"Father: Philippe Boucher

Attended Colorado Avalanche Development Camp 2018"
3556,194215,"Brothers: Matthew Welsh, Zach Welsh"
3561,16035,"A good skater that accelerates well. Rajala has good puck skills and is a creative player. Furthermore, he has a scorer's touch and puts up points on regular basis. On the downside, he has a smallish frame and could physically stronger. (EP 2009)"
3562,23315,Brother: Paul Piluso
3564,128893,"Brothers: Raphaël Joly & D'Artagnan Joly

Uncle : Yvan Joly"
3567,11850,"Kytnár is a smart center with sound two-way ability. Isn't overly big, but is effective in physical battles. Good around the net. Could play a more aggressive game.- Ulf Andersson, EP"
3569,10610,"A natural scorer with great hands and vision, Zaborsky is a pure offensive forward. His defensive game could use some improvement. Doesn't play a physical or tough game.

Uncle: Juraj Durco
Brother: Matus Zaborsky"
3570,23466,Brother : Francis Charland
3572,15585,Brother: Ryan MacLean
3573,233512,"Brother: Jonathan Kopacka

Kopacka is a hard working forward with decent size. He contributes offensively and battles hard down low. He went through improvements all season long and established himself as a good top 6 forward in the OHL and a bonafide NHL draft prospect. Next year should be a coming out party for him in the Soo. He will need continue to improve his physicality, which is something that will be a cornerstone of his game. (Tyler Parchem, EP 2016)"
3575,204710,"Goetz is a hard nosed, 4th line type player. He loves to crash and bang, but will contribute offensively on occasion. He is in his 3rd OHL season and was a valuable deadline pick up by Barrie as he provides a physical element with good experience (Tyler Parchem, EP 2016)"
3581,25753,"Brothers: Kevin Deagle, Brad Deagle
Uncle: Brian Curran"
3582,66737,"Brother: John Madden
Nephew: Tyler Madden"
3583,62204,Brother: Riley Point and Kade Point
3584,279166,Brother: Nicolas Patry
3587,201702,Uncle: Kelly Davis
3593,240821,"Michael McLeod is a highly skilled power center who relies on nobody but himself to get the job done. His size and skating make him difficult to contain, and his competitiveness gives him an edge against other teams' best. His deft puckhandling skills and control over his speed are the defining aspects of his offensive abilities. All-in-all, a top talent who is both dynamic and hard to play against. (Curtis Joe, EP 2015)

Brothers: Matt McLeod & Ryan McLeod"
3597,315967,"Father: Kerry Toporowski
Brother: Jake Toporowski
Sister: Alexis Toporowski
Uncles: Brad Toporowski & Shayne Toporowski"
3598,20906,Father: Mike O'Connor
3601,19146,Team Staff profile of Barry Sanderson also available
3605,15739,Team Staff profile of Yashar Farmanara also available
3606,189578,"Father: Glen Wesley
Uncle: Blake Wesley"
3608,62115,Brothers: Simon Philp & Noah Philp
3609,93577,"A power forward with a powerful stride, Khaira is tough to separate from the puck. He has the ability to 
find teammates and turn any play in to a scoring chance. Khaira plays with a mental and physical 
maturity that is beyond his years.

Brother: Sahvan Khaira"
3610,204918,"Vande Sompel is an undersized, but dynamic offensive defenceman. He skates well, generates lots of offense and is very smart in both zones. He could improve defensively, but has the potential to be a Dan Boyle type offensive defenceman has he continues to get stronger and grow more confident. One of the best offensive defenceman available in this years draft. (Tyler Parchem, EP 2015)
Sister: Ella Vande Sompel
Cousin: Jacob Bryson"
3612,231738,Father: Ravil Fazleyev
3615,43616,Brother: Louis-Philippe Monette
3619,18796,Brother: Ryuichi Kawai
3630,37616,"Defenceman turned forward became Barrie's enforcer this year. Has good size, but needs to add more offensive abillity if he wants to take his ""skills"" to the next level."
3634,201488,"2013-14 team: Carolina Jr. Hurricanes 14U
Father: John MacLean
Brother: John Carter MacLean"
3635,122937,Brother: Givani Smith
3640,34749,Very good blueliner with solid shoot and good passing. Has feel for game and he is valid player for powerplay with nice shot. This mobile defensman not practice physical game often. - Vladimir Kubik EP
3641,60605,"Great talent who had health issues, in past. However he works very hard now and he can get his goals in future. Koys is a two-way forward who is very good defensively. Speedy winger with brilliant shot and good stickhandling. He has smaller figure, but clever hands compensates for his weakness. - Vladimir Kubik EP"
3644,335689,Father: Benoît Groulx
3646,162177,"A competitive winger who skates with good balance, using his large frame to establish his presence through physical play, and shields the puck exceptionally well. His offensive prowess is exhibited through his use of the neutral zone to pick up speed and momentum, his fine puckhandling ability, and his dominance on the forecheck. Filip Ahl plays to his strengths, using his intangibles and knowledge of the game to his advantage; in doing so, he can be a very difficult opponent to play against, and this is what will make him successful in the future. (Curtis Joe, EP 2014)

Father: Boo Ahl"
3649,23666,Team Staff profile of Ken Peroff also available
3651,299297,Brother: Sam Garagan
3652,14496,Brothers: Thomas Bruton and Patrick Bruton
3653,11670,"Baldwin is a huge body and hard to play against in front of the net and in the corners. He has a solid outlet pass, but is mainly a defensive defenseman who relies on his size and reach to dominate opposing forwards.- Erik K. Piri, EP

Brother : Corbin Baldwin"
3654,37609,"One of Barrie's valuable offensive weapons last season, Behenna helped lead the team back from a dismal 2010-2011 season. A very small player, Behenna gets by on hard work and offensive ability, he is a leader and a true team player and was overshdowed by some of Barrie's big name talent this season. Behenna looks to showcase his skill at the University of Waterloo (CIS) in the 2012-2013 season. (Tyler Parchem 2012)"
3655,56641,Great uncle: Albert Leduc
3660,18598,"A two-way defenseman with excellent size and reach. Comrie plays a tough game in his own zone and doesn't shy away from physical battles. Likes to join the attack.- Erik K. Piri, EP (2011)"
3661,34307,"Father: Sandro Bertaggia
Uncle: Hans-Ruedi Amsler"
3662,12166,Also known/listed as J.C. Sawyer
3664,120201,"Father: Marc Chartier
Uncle: Dave Chartier"
3671,234764,"Brother: Peter Hrehorčák

Father: Peter Hrehorčák"
3674,11683,"Almond is a center who plays a well-rounded game. He has the ability to be physical, and go hard to the net and battle along the boards. Doesn't have great hands or speed."
3675,11721,"A fast-skating winger, D'Agostini has a good shot with a quick release. Excels on the powerplay. Plays with the mentality of a goal scorer. Could improve on the defensive side.- Erik K. Piri, EP (2011)"
3676,204928,"Triplet brothers: Joe Manchurek, Robbie Manchurek"
3682,45972,"Ebert is a defenseman with good hockey sense and a big shot. An excellent skater, he is speedy and agile, and can rush the puck up the ice.- Erik K. Piri, EP (2013)"
3685,45584,"A two-way defenseman that stands out offensively. Very good hockey sense and has overall impressive offensive abilities. Above average in areas such as puck handling, skating, passing and shooting. Could play a better physical game. (EP 2012)
Brother: Cole Ceci"
3691,11597,"Blum is a skilled defenseman with a good passing game. He's a great skater and can man the powerplay point. Has good hockey sense, but isn't very physical.  Could add more bulk.- Erik K. Piri, EP (2013)"
3692,120120,Brother: JC Lipon
3693,98665,Brother: Christopher Duclair
3694,14742,Team Staff profile of Andrew Bailey also available
3695,424496,A smart center with impressive hockey sense. Reads the game very well and plays well in his own end too. Puckhandling is good and he has a decent nose for the net. Some consistency issues. (EP 2019)
3700,247915,Brother: Keanu Yamamoto
3707,45397,Team Staff profile of Shane Kinsella also available
3709,201455,"Brothers: Michael Robertson, Nicholas Robertson"
3711,267791,"Finoro is a small player who made the jump to the OHL from Jr B this season. He plays 4th line minutes on a deep Barrie team. He has good speed but lacks size. Never lacks effort. (Tyler Parchem, EP 2016)"
3712,56601,"Brothers: Lars Meilleur & Mats Meilleur
Sister: Meike Meilleur"
3713,116970,"Father: Carlton Bailey (NFL player, external link)"
3714,9494,"Cabana isn't a huge body, but he plays with a lot of grit and doesn't fear the tough parts of the ice. He is speedy which makes him a fierce forechecker. Goes to the net hard to look for rebounds and deflections. His high work rate also makes him a good penalty killer.- Erik K. Piri, EP"
3715,39963,Brother: Ryan DePape
3718,269038,Brother: Stefano Pezzetta
3719,37180,"Father: Dave Morrow
Uncle: Darrel Morrow
Brother: Josh Morrow"
3720,37455,"Kavanagh is an offensive defenseman. Had good puck-moving ability and a big shot. His main flaws are his defensive game and his lack of size.- Ulf Andersson, EP (2013)"
3721,45635,"Went unsigned last summer after originally being New York Islander property. Theoret has evolved from a grinder and agitator to an offensive weapon in the OHL. Has a good nose for the net, is strong and has good hockey sense. Has the raw offensive skill to play some form of pro hockey next season, but will need to re-acquire some grit to move up the ranks. (Tyler Parchem, EP, 2014)"
3729,255325,Brother: Justin Desjardins
3730,9289,Father: Igor Stefanovich
3733,12536,Team Staff profile of Justin McCrae also available
3734,213435,"A dynamic scoring center with good hockey sense. Not very large in stature, but makes up for it in speed, skill, and cunning. A talented puck-handler with good hands: is equally efficient a passer as he is a goal scorer. All-in-all, an offensively minded center that can outplay the opposition in a number of different ways. Needs to work on discipline and getting stronger. (Curtis Joe, EP 2014)

Brother: Francis Beauvillier"
3740,201704,"A dangerous two-way center that thinks the game at a high level, never making the same mistake twice. He is analytical and patient in the development of his strengths. He transitions up-ice quickly and is able to create and dictate offensive chances on the rush. He attacks hard and fast and consistently displays excellent puck control. His decision making is very good, indicative of his high level of hockey sense. He plays a complete game and elevates his play as energy levels rise. At the next level, he will need to be even faster and more physically assertive to make his presence felt. All-in-all, an intense, quick-thinking competitor who can elicit a crowd's excitement when he's on the ice. (Curtis Joe, EP 2017)"
3741,19367,"Player who owns perfect offensive instinct and nose for net. He have great potential, he is great shooter and use physical game very well, but he had a problem with injury, in past and so he works very hard now. - Vladimir Kubik EP"
3743,85308,Brother: Philippe Praplan
3749,37064,Father: Robert Lessard
3753,234873,Brother: Kiefer Sherwood
3755,277057,Brother: Luka Nyman
3761,45284,Team Staff profile of Yannick Dubé also available
3763,23621,Team Staff profile of Justin Soryal also available
3768,309267,"Uncle: Jeff Walker
Cousin: Jeff Beukeboom"
3772,19048,"A puck-moving defenseman from the back end. Has solid defensive positioning. Plays a calm, collected style of defense. (EP 2008)"
3773,37258,Team Staff profile of Mason Wilgosh also available
3776,258733,Brothers: Ranon Joseph & Talor Joseph
3777,45564,"Listed as Shawn Myers, on GOJHL stats"
3788,11476,"A very intelligent player who is good in the faceoff circle and can play wing as well. Latendresse is a respected team leader even if when he isn't wearing a ""C"" or an ""A"".
He's also good on the powerplay and penalty kill.

Brother : Guillaume Latendresse"
3792,23159,Brothers: Jonathan Bubnick and Mike Bubnick
3794,23119,Team Staff profile of Guillaume Goulet also available
3795,267655,Father: Ted Miskolczi
3805,234483,"Prototypical power forward: skates well, goes hard to the net, chips in down low, and causes havoc in front of the net. Aggressive on the forecheck. Uses his large frame to his advantage; able to bully his way around the ice. (Curtis Joe, EP 2014)"
3806,64579,"Father: Trent Pankewicz
Second cousin once removed:: Greg Pankewicz"
3813,171021,Brother: Eric Ming
3814,15127,"Father: Len Barrie
Grandfather: Len Barrie, Sr."
3827,244978,"Lemcke is an effective two-way defenseman who plays smart and makes a good first pass. He is also capable of playing solid physical hockey and improved throughout the season. He is very poised for a young defenseman and could be a good selection in the later rounds of the draft as he has the potential to be a solid NHL prospect. (Tyler Parchem, EP 2015)"
3829,37500,Father: Pierre Aubry
3830,119468,Sister: Ainsley MacIntyre
3831,84255,Also wore #37 for Spruce Grove Saints in 2012-13.
3834,45405,"A hard working player, found another chance at OHL hockey when Barrie claimed him off waivers."
