,_id,ep_id,full_name,date_of_birth,hometown,country,youth_team,position,height,weight,shoots,status,scout_text
1441,5e0a7811b796e999afd9479f,10983,Aaron Rome,"Sep 27, 1983","Nesbitt, MB, CAN",Canada,-,D,"6'1"" / 185 cm",220 lbs / 100 kg,L,Retired,"Brothers: Ashton Rome, Reagan Rome, Ryan Rome"
1442,5e0a7813b796e999afd947d6,129529,Nathan Exner,"Feb 19, 1985","Lethbridge, AB, CAN",Canada,-,LW,"6'0"" / 183 cm",190 lbs / 86 kg,L,-,-
1443,5e0a7816b796e999afd947e1,246626,Alex Lentowich,"May 16, 1984","Oakbank, MB, CAN",Canada,-,C,"6'0"" / 183 cm",220 lbs / 100 kg,R,Retired,-
1444,5e0a7818b796e999afd947f0,236308,"Krystof Hrabik
                                                                


 a.k.a. ""Kryštof Hrabík""","Sep 24, 1999","Praha, CZE",Czech Rep.,HC Kladno,C,"6'4"" / 194 cm",209 lbs / 95 kg,L,20/21,-
1445,5e0a781ab796e999afd947fd,11015,Duncan Milroy,"Feb 08, 1983","Edmonton, AB, CAN",Canada,-,RW,"6'1"" / 185 cm",198 lbs / 90 kg,R,Retired,A solid scorer at the AHL level. Possesses a good shot and offensive instincts. His lack of consistency has kept him from making an impact in the NHL. (EP 2009)
1446,5e0a781db796e999afd9481d,13944,Brennan Bosch,"Feb 14, 1988","Martensville, SK, CAN",Canada,-,C,"5'7"" / 170 cm",168 lbs / 76 kg,R,-,-
1447,5e0a7820b796e999afd94836,18005,Scott Todd,"Nov 11, 1986","Kingston, ON, CAN",Canada,-,D,"6'4"" / 193 cm",214 lbs / 97 kg,L,Retired,Team Staff profile of Scott Todd also available
1448,5e0a7822b796e999afd94853,200915,Arthur Miller,"May 28, 1997","Regina, SK, CAN",Canada,-,LW,"5'9"" / 175 cm",179 lbs / 81 kg,L,-,-
1449,5e0a7825b796e999afd9486e,163727,Jaeger White,"Apr 03, 1998","Medicine Hat, AB, CAN",Canada,-,C,"5'10"" / 178 cm",172 lbs / 78 kg,R,-,Brother: Torrin White
1450,5e0a7826b796e999afd94889,21373,Chris Curran,"Jul 24, 1983","Mississauga, ON, CAN",Canada,-,LW,"5'10"" / 179 cm",165 lbs / 75 kg,L,Retired,-
1451,5e0a7829b796e999afd948a4,157256,Dillon Dubé,"Jul 20, 1998","Golden, BC, CAN",Canada,Cochrane MHA,C/LW,"5'11"" / 180 cm",183 lbs / 83 kg,L,20/21,Brother: Jake Dube
1452,5e0a782bb796e999afd948c5,14033,Todd Perry,"Dec 13, 1986","Cornwall, ON, CAN",Canada,-,D,"6'3"" / 190 cm",234 lbs / 106 kg,L,Retired,-
1453,5e0a782eb796e999afd948e6,53546,"Mitch Maunu
                                                                                                         a.k.a. ""Mitchell Maunu""","Jul 30, 1986","Thunder Bay, ON, CAN",Canada,-,D,"6'1"" / 185 cm",225 lbs / 102 kg,L,Retired,A defensive-minded defender who reads the play well. Strong along the boards and in his own end. Owns pretty good mobility. (EP 2006)
1454,5e0a7830b796e999afd94903,162177,Filip Ahl,"Jun 12, 1997","Jönköping, SWE",Sweden,HV71,LW/RW,"6'4"" / 192 cm",212 lbs / 96 kg,L,19/20,"A competitive winger who skates with good balance, using his large frame to establish his presence through physical play, and shields the puck exceptionally well. His offensive prowess is exhibited through his use of the neutral zone to pick up speed and momentum, his fine puckhandling ability, and his dominance on the forecheck. Filip Ahl plays to his strengths, using his intangibles and knowledge of the game to his advantage; in doing so, he can be a very difficult opponent to play against, and this is what will make him successful in the future. (Curtis Joe, EP 2014)

Father: Boo Ahl"
1455,5e0a7832b796e999afd9490f,45745,Stephane Legault,"Mar 03, 1993","Edmonton, AB, CAN",Canada,-,LW,"5'10"" / 178 cm",179 lbs / 81 kg,L,19/20,"Listed as Stefan in AJHL stats, and Stephane in AMHL/WHL stats."
1456,5e0a7835b796e999afd94932,15248,Brett Angel,"Apr 29, 1981","Kingston, ON, CAN",Canada,-,D/LW,"6'5"" / 195 cm",220 lbs / 100 kg,L,Retired,-
1457,5e0a7837b796e999afd94969,120212,Josh Thrower,"Mar 17, 1996","Squamish, BC, CAN",Canada,-,D,"6'1"" / 185 cm",201 lbs / 91 kg,R,19/20,Brother: Dalton Thrower
1458,5e0a7839b796e999afd94987,10366,Kyle Quincey,"Aug 12, 1985","Kitchener, ON, CAN",Canada,Orangeville MHA,D,"6'2"" / 188 cm",209 lbs / 95 kg,L,18/19,-
1459,5e0a783cb796e999afd949bc,200717,Tanner Jeannot,"May 29, 1997","Oxbow, SK, CAN",Canada,-,LW,"6'2"" / 188 cm",207 lbs / 94 kg,L,20/21,-
1460,5e0a783eb796e999afd949d3,297223,"Kristian Røykås Marthinsen
                                                                





                                Legacy verified","Aug 28, 1999","Lørenskog, NOR",Norway,Lørenskog IK,LW,"6'0"" / 183 cm",192 lbs / 87 kg,L,19/20,Brother: Andreas Røykås Marthinsen
1461,5e0a7840b796e999afd949d9,204353,Ryan Stempfle,"Aug 03, 1982","Saskatoon, SK, CAN",Canada,-,D,"6'1"" / 185 cm",205 lbs / 93 kg,L,Retired,-
1462,5e0a7843b796e999afd949f2,199660,"Jake Bean
                                                                


 a.k.a. ""Josh Bean""","Jun 09, 1998","Calgary, AB, CAN",Canada,Hockey Calgary,D,"6'1"" / 185 cm",187 lbs / 85 kg,L,20/21,"A shifty and intelligent defenceman who plays with panache and poise. An excellent skater who is a good puck-carrier up the ice. Makes very good decisions with and without the puck, and plays strong positionally. Works hard and doesn't give the opposition much to work with, but could stand to be a bit more assertive during high pressure situations. That being said, he is not a one dimentional player. He displays natural talent in the offensive end, but also plays a complete defensive game in his own end. He has a proactive stick and boxes the opposition out, limiting lanes. All-in-all, the type of all-around defenceman who you want to have on the ice as much as possible. (Curtis Joe, EP 2016)"
1463,5e0a7845b796e999afd94a10,240064,Linus Nässén,"May 10, 1998","Norrtälje, SWE",Sweden,Norrtälje IK,D,"6'0"" / 184 cm",183 lbs / 83 kg,L,20/21,Brother: Casper Nässén
1464,5e0a7847b796e999afd94a1a,9145,Matt Ellison,"Dec 08, 1983","Duncan, BC, CAN",Canada,Cowichan Valley MHA,C/W,"5'11"" / 181 cm",207 lbs / 94 kg,R,18/19,"Ellison is a two-way player with great versatility and the ability to man the powerplay point. He is a hard worker, but can also handle the puck nicely. - Erik K. Piri, EP"
1465,5e0a7849b796e999afd94a39,199897,Cameron Hebig,"Jan 21, 1997","Saskatoon, SK, CAN",Canada,-,C/W,"6'0"" / 183 cm",185 lbs / 84 kg,R,19/20,-
1466,5e0a784bb796e999afd94a51,166662,David Quenneville,"Mar 13, 1998","Edmonton, AB, CAN",Canada,South Side Athletic Club,D,"5'8"" / 173 cm",190 lbs / 86 kg,R,20/21,"Brothers: John Quenneville, Peter Quenneville
Second cousin: Joel Quenneville
Uncle (by marriage): Johnny Boychuk"
1467,5e0a784eb796e999afd94a6e,9736,Tim Sestito,"Aug 28, 1984","Rome, NY, USA",USA,-,C/LW,"5'11"" / 180 cm",201 lbs / 91 kg,L,Retired,"Sesito is an aggressive forward who plays with a lot of grit and energy. Doesn't have his brother's size, but still gets into the physical stuff and has agitating qualilites. - Erik K. Piri, EP


Brother: Tommy Sestito"
1468,5e0a7850b796e999afd94aa3,205285,Robbie Fromm-Delorme,"Mar 02, 2002","Richmond, BC, CAN",Canada,-,RW,"6'1"" / 185 cm",176 lbs / 80 kg,R,-,-
1469,5e0a7853b796e999afd94ab0,58131,Tyler Johnson,"Jul 11, 1985","Breton, AB, CAN",Canada,-,C,"6'0"" / 183 cm",181 lbs / 82 kg,R,Retired,-
1470,5e0a7856b796e999afd94ac1,21020,Mark Versteeg-Lytwyn,"Nov 27, 1986","Sharon, ON, CAN",Canada,-,LW,"5'11"" / 180 cm",190 lbs / 86 kg,L,Retired,-
1471,5e0a7858b796e999afd94aec,189418,Scott Lynch,"Sep 07, 1984","Coquitlam, BC, CAN",Canada,-,D,"6'2"" / 188 cm",205 lbs / 93 kg,L,Retired,"Brothers: Doug Lynch, Jason Lynch & Jeff Lynch"
1472,5e0a785ab796e999afd94b01,13937,Tyler Halliday,"Mar 11, 1989","Kamloops, BC, CAN",Canada,-,RW,"6'1"" / 185 cm",190 lbs / 86 kg,R,-,-
1473,5e0a785cb796e999afd94b16,37219,Corey Tyrell,"Dec 27, 1990","Airdrie, AB, CAN",Canada,-,C,"5'10"" / 178 cm",181 lbs / 82 kg,L,-,Brother: Dana Tyrell
1474,5e0a785eb796e999afd94b33,282460,"Matt Quigley
                                                                                                         a.k.a. ""Matthew Quigley""","Jan 04, 1999","Chestermere, AB, CAN",Canada,-,D,"6'0"" / 183 cm",192 lbs / 87 kg,L,-,-
1475,5e0a7860b796e999afd94b42,9126,Ryan Craig,"Jan 06, 1982","Abbotsford, BC, CAN",Canada,-,C/LW,"6'2"" / 188 cm",212 lbs / 96 kg,L,Retired,Team Staff profile of Ryan Craig also available
1476,5e0a7863b796e999afd94b7b,17725,Tomas Hricina,"May 31, 1990","Kosice, SVK",Slovakia,HC Kosice,F,"6'2"" / 188 cm",198 lbs / 90 kg,L,19/20,-
1477,5e0a7865b796e999afd94b82,84609,Dryden Hunt,"Nov 24, 1995","Cranbrook, BC, CAN",Canada,-,LW,"6'0"" / 182 cm",192 lbs / 87 kg,L,19/20,-
1478,5e0a7867b796e999afd94ba5,350209,Tyler Carpendale,"Jan 26, 2000","Powell River, BC, CAN",Canada,-,LW,"6'4"" / 193 cm",198 lbs / 90 kg,R,-,-
1479,5e0a7869b796e999afd94bb4,130818,Mike Rice,"Feb 01, 1982","Toronto, ON, CAN",Canada,-,LW,"6'4"" / 193 cm",220 lbs / 100 kg,L,Retired,-
1480,5e0a786bb796e999afd94bcd,18704,"Stephen Cooke
                                                                                                         a.k.a. ""Steve Cooke""","Jul 21, 1983","Stirling, ON, CAN",Canada,-,C,"5'10"" / 179 cm",190 lbs / 86 kg,L,Retired,Brother: Matt Cooke
1481,5e0a786db796e999afd94bee,283890,Brennan Menell,"May 24, 1997","Woodbury, MN, USA",USA,-,D,"5'11"" / 180 cm",183 lbs / 83 kg,R,19/20,-
1482,5e0a786fb796e999afd94c01,25208,Michael Lombardi,"Aug 06, 1987","Richmond Hill, ON, CAN","Canada 
                                                                                            /  Italy",-,LW,"6'1"" / 185 cm",205 lbs / 93 kg,R,Retired,-
1483,5e0a7871b796e999afd94c1c,33563,"Travis Dunstall
                                                                                                         a.k.a. ""Travis Dunnstall""","Aug 21, 1989","Onoway, AB, CAN",Canada,-,LW,"5'10"" / 178 cm",170 lbs / 77 kg,L,Retired,-
1484,5e0a7874b796e999afd94c45,203972,Nick Lees,"Oct 22, 1983","Peterborough, ON, CAN",Canada,-,C,"5'11"" / 180 cm",194 lbs / 88 kg,R,Retired,-
1485,5e0a7876b796e999afd94c5e,206257,Tom Jefferson,"Mar 17, 1987","Brampton, ON, CAN",Canada,-,RW,"5'9"" / 175 cm",190 lbs / 86 kg,L,Retired,Brother: Mike Danton
1486,5e0a7878b796e999afd94c73,19414,"Jiri Drtina
                                                                                                         a.k.a. ""Jiří Drtina""","Mar 01, 1985","Praha, CZE",Czech Rep.,HC Slavia Praha,D,"6'0"" / 184 cm",203 lbs / 92 kg,L,19/20,-
1487,5e0a787cb796e999afd94c7f,63133,Justin Kirkland,"Aug 02, 1996","Camrose, AB, CAN",Canada,-,LW/C,"6'3"" / 191 cm",203 lbs / 92 kg,L,19/20,-
1488,5e0a787fb796e999afd94c9e,186880,Jeff Coulter,"Feb 01, 1982","Imperial, SK, CAN",Canada,-,RW,"6'0"" / 183 cm",190 lbs / 86 kg,L,Retired,-
1489,5e0a7881b796e999afd94cb5,193279,Jean-Francois Seguin,"Apr 25, 1982","Hawkesbury, ON, CAN",Canada,-,D,"6'0"" / 183 cm",201 lbs / 91 kg,R,Retired,-
1490,5e0a7883b796e999afd94cc4,45668,Tyler Hart,"Oct 22, 1992","Spruce Grove, AB, CAN",Canada,-,D,"6'2"" / 188 cm",201 lbs / 91 kg,L,Retired,-
1491,5e0a7886b796e999afd94cd7,15301,Steven Later,"Sep 12, 1984","Winnipeg, MB, CAN",Canada,-,D,"6'4"" / 193 cm",201 lbs / 91 kg,R,Retired,-
1492,5e0a7888b796e999afd94cfe,200798,Nolan Reid,"Mar 24, 1998","Deer Valley, SK, CAN",Canada,-,D,"5'11"" / 180 cm",176 lbs / 80 kg,R,-,-
1493,5e0a788ab796e999afd94d17,212530,John Dahlström,"Jan 22, 1997","Kungsbacka, SWE",Sweden,Hanhals IF,LW/RW,"6'0"" / 184 cm",190 lbs / 86 kg,L,19/20,-
1494,5e0a788db796e999afd94d21,24430,"Matt MacKay
                                                                                                         a.k.a. ""Matthew MacKay""","Nov 27, 1990","Kempen, GER","Canada 
                                                                                            /  Germany",Schwenninger ERC,C,"5'11"" / 180 cm",174 lbs / 79 kg,R,-,Father: Mark MacKay | Brother: Joshua MacKay
1495,5e0a788fb796e999afd94d34,9188,Kris Russell,"May 02, 1987","Red Deer, AB, CAN",Canada,Caroline MHA,D,"5'10"" / 178 cm",170 lbs / 77 kg,L,20/21,"A mobile defenseman with good all-round skills. Offensive-minded, excellent skater. Gives a solid first pass and has a good shot. Useful in all on-ice situations. Fairly small but still physically capable of winning battles. (Matias Strozyk, 2012)

Twin Brother: Ryan Russell"
1496,5e0a7892b796e999afd94d64,8096,Lou Dickenson,"Aug 15, 1982","Orleans, ON, CAN","Canada 
                                                                                            /  U.K.",-,LW,"6'2"" / 187 cm",194 lbs / 88 kg,L,Retired,"Dickenson is a big winger who likes going straight the the net. Can skate with the puck, but is more of a finisher than a set-up man. (Ulf Andersson, EP)"
1497,5e0a7894b796e999afd94d89,9197,Ryan O'Marra,"Jun 09, 1987","Tokyo, JPN",Canada,Mississauga Senators,RW/C,"6'2"" / 188 cm",220 lbs / 100 kg,R,Retired,-
1498,5e0a7897b796e999afd94dba,11646,John Flatters,"Jun 17, 1987","Calgary, AB, CAN",Canada,-,D,"6'1"" / 185 cm",174 lbs / 79 kg,L,-,-
1499,5e0a7899b796e999afd94dd7,33154,Torrie Wheat,"Mar 23, 1985","Nanaimo, BC, CAN",Canada,-,RW,"6'2"" / 189 cm",181 lbs / 82 kg,R,Retired,-
1500,5e0a789bb796e999afd94dee,204313,Erik Schwanz,"Feb 18, 1984","North Lakeport, MI, USA",USA,-,D,"6'3"" / 191 cm",205 lbs / 93 kg,R,Retired,-
1501,5e0a789db796e999afd94dfd,119263,Elliott Peterson,"Jul 20, 1995","Saskatoon, SK, CAN",Canada,-,LW/D,"5'10"" / 178 cm",190 lbs / 86 kg,L,-,Listed as a right handed D in 2011/12 SJHL stats.
1502,5e0a789fb796e999afd94e16,23169,Andy Smith,"Apr 09, 1989","Rosetown, SK, CAN",Canada,-,C,"6'0"" / 183 cm",181 lbs / 82 kg,R,Retired,-
1503,5e0a78a1b796e999afd94e31,84111,Brett Pollock,"Mar 17, 1996","Regina, SK, CAN",Canada,-,LW/RW,"6'3"" / 191 cm",194 lbs / 88 kg,L,19/20,-
1504,5e0a78a3b796e999afd94e50,17110,Aaron Power,"Feb 04, 1982","Cambridge, ON, CAN",Canada,-,D,"6'0"" / 182 cm",216 lbs / 98 kg,R,Retired,Team Staff profile of Aaron Power also available
1505,5e0a78a6b796e999afd94e6d,11317,"Alex Pietrangelo
                                                                


 a.k.a. ""Alexander Pietrangelo""","Jan 18, 1990","King City, ON, CAN",Canada,King City MHA,D,"6'3"" / 191 cm",209 lbs / 95 kg,R,19/20,"Second cousins: Dylan Pietrangelo, Frank Pietrangelo & Paige Pietrangelo"
1506,5e0a78aab796e999afd94e99,55443,Miguel Delisle,"Apr 06, 1982","Cornwall, ON, CAN",Canada,-,RW,"6'1"" / 185 cm",201 lbs / 91 kg,L,Retired,-
1507,5e0a78acb796e999afd94ec0,59563,Chase Clayton,"May 11, 1994","Abbotsford, BC, CAN",Canada,-,C,"5'11"" / 180 cm",185 lbs / 84 kg,L,19/20,"Brothers: Kyle Clayton, Brett Clayton"
1508,5e0a78aeb796e999afd94edc,48350,Myles MacRae,"Feb 11, 1988","Chilliwack, BC, CAN",Canada,-,C,"6'1"" / 185 cm",194 lbs / 88 kg,R,-,-
1509,5e0a78b0b796e999afd94ee7,12107,Jared Cowen,"Jan 25, 1991","Saskatoon, SK, CAN",Canada,Allan MHA,D,"6'5"" / 196 cm",238 lbs / 108 kg,L,Retired,-
1510,5e0a78b2b796e999afd94f0b,45082,Tyson Ness,"Apr 10, 1993","Grande Prairie, AB, CAN",Canada,-,LW,"5'11"" / 180 cm",181 lbs / 82 kg,L,-,-
1511,5e0a78b4b796e999afd94f28,330213,Yan Khomenko,"Mar 31, 1998","Novosibirsk, RUS",Russia,Sibir Novosibirsk,RW,"6'2"" / 188 cm",187 lbs / 85 kg,L,-,-
1512,5e0a78b7b796e999afd94f31,62275,Chad Labelle,"Jul 03, 1995","Calgary, AB, CAN",Canada,-,C,"5'9"" / 175 cm",172 lbs / 78 kg,R,-,-
1513,5e0a78b9b796e999afd94f4e,11617,"Thomas Hickey
                                                                


 a.k.a. ""Tom Hickey""","Feb 08, 1989","Calgary, AB, CAN",Canada,Calagry Trails West,D,"6'0"" / 182 cm",190 lbs / 86 kg,L,21/22,-
1514,5e0a78bbb796e999afd94f7c,12446,Brett Breitkreuz,"Apr 06, 1989","Springside, SK, CAN","Canada 
                                                                                            /  Germany",-,LW,"6'1"" / 185 cm",201 lbs / 91 kg,L,19/20,"Breitkreuz is a hard working winger. He's good on the forecheck and likes to agitate opponents. Lacks offensive instincts.- Ulf Andersson, EP (2013)

Brother: Clarke Breitkreuz
Sister: Katelyn Breitkreuz"
1515,5e0a78bdb796e999afd94f88,203535,John Winstanley,"Jun 03, 1983","Brampton, ON, CAN",Canada,-,C,"5'8"" / 173 cm",181 lbs / 82 kg,L,-,Team Staff profile of John Winstanley also available
1516,5e0a78c0b796e999afd94f95,238434,David Boychuk,"Jul 16, 1981","Edmonton, AB, CAN",Canada,-,D,"6'4"" / 193 cm",225 lbs / 102 kg,L,-,Brother: Johnny Boychuk
1517,5e0a78c2b796e999afd94fae,299754,Tristen Nielsen,"Feb 23, 2000","Fort St. John, BC, CAN",Canada,-,C,"5'10"" / 178 cm",192 lbs / 87 kg,L,-,-
1518,5e0a78c4b796e999afd94fc8,14038,Nikita Korovkin,"Dec 03, 1983","Zlatoust, RUS",Russia,Taganay Zlatoust,D,"6'2"" / 187 cm",207 lbs / 94 kg,R,Retired,-
1519,5e0a78c6b796e999afd94fdd,45511,Kendall McFaull,"Apr 10, 1992","Rosetown, SK, CAN",Canada,-,D,"6'3"" / 191 cm",209 lbs / 95 kg,R,-,-
1520,5e0a78c9b796e999afd94ff9,37176,Oliver Gabriel,"May 13, 1991","Edmonton, AB, CAN",Canada,-,LW,"6'2"" / 188 cm",205 lbs / 93 kg,L,Retired,-
1521,5e0a78cbb796e999afd9500e,27394,Cody Chikie,"Dec 17, 1991","St. Albert, AB, CAN",Canada,-,C,"5'7"" / 171 cm",150 lbs / 68 kg,L,-,-
1522,5e0a78cdb796e999afd95023,4511,Patrik Magnusson,"Mar 12, 1988","Jönköping, SWE",Sweden,HV71,D,"6'8"" / 204 cm",276 lbs / 125 kg,L,18/19,"An all-around, huge defenseman, with good strength and reach.
Plays aggressivly and likes to check. A good team player and will
join the rush at times. Hard shooting and valuable in short-handed situations."
1523,5e0a78d0b796e999afd95026,23325,Koltyn Miller,"Mar 10, 1991","Redvers, SK, CAN",Canada,-,D,"6'2"" / 188 cm",176 lbs / 80 kg,L,-,-
1524,5e0a78d2b796e999afd95049,37110,"Matt MacKenzie
                                                                


 a.k.a. ""Matthew MacKenzie""","Oct 15, 1991","New Westminster, BC, CAN",Canada,-,D,"6'1"" / 185 cm",187 lbs / 85 kg,R,19/20,-
1525,5e0a78d4b796e999afd95071,38691,Stefan Blaho,"Jun 22, 1985","Trencin, SVK",Slovakia,HK Dukla Trencin,RW,"6'2"" / 189 cm",203 lbs / 92 kg,L,-,Killed in car accident 2006-08-30
1526,5e0a78d6b796e999afd9507c,11637,"Nick Drazenovic
                                                                                                         a.k.a. ""Nicholas Drazenovic""","Jan 14, 1987","Prince George, BC, CAN","Canada 
                                                                                            /  Croatia",-,C,"6'0"" / 183 cm",192 lbs / 87 kg,L,Retired,"Drazenovic is a two-way center with good vision and skating ability. Can be very creative on offense, and play wing if needed.- Erik K. Piri, EP"
1527,5e0a78d8b796e999afd950a0,18031,Evan Schafer,"Oct 09, 1985","Mankota, SK, CAN",Canada,-,D,"6'2"" / 188 cm",220 lbs / 100 kg,R,Retired,-
1528,5e0a78dab796e999afd950bf,199913,Cal Babych,"Jan 18, 1997","North Vancouver, BC, CAN",Canada,-,RW,"5'10"" / 178 cm",179 lbs / 81 kg,R,-,"Brothers: Jaret Babych & Ty Babych
Father: Dave Babych
Uncle: Wayne Babych"
1529,5e0a78dcb796e999afd950d4,300089,"Luke Ormsby
                                                                                                         a.k.a. ""John Ormsby""","Feb 14, 1999","Monroe, WA, USA",USA,-,RW,"5'11"" / 180 cm",185 lbs / 84 kg,R,-,-
1530,5e0a78dfb796e999afd950e9,3420,Peter Lorentzen,"Sep 02, 1983","Halden, NOR",Norway,IK Comet Halden,RW/LW,"6'0"" / 184 cm",198 lbs / 90 kg,L,Retired,A hard working winger with good skating. A good team player. Offensively ok but defensively better. A useful penalty killer. (Matias Strozyk)
1531,5e0a78e2b796e999afd950fc,11603,Kruise Reddick,"Jul 06, 1990","Manor, SK, CAN",Canada,-,C/RW,"5'8"" / 173 cm",181 lbs / 82 kg,L,19/20,-
1532,5e0a78e4b796e999afd95115,43138,Chris Schlenker,"Jul 09, 1984","Medicine Hat, AB, CAN",Canada,-,LW,"6'2"" / 188 cm",194 lbs / 88 kg,L,Retired,-
1533,5e0a78e6b796e999afd95127,67665,Dale Mahovsky,"Jan 12, 1985","Fort Saskatchewan, AB, CAN",Canada,-,RW,"6'0"" / 183 cm",187 lbs / 85 kg,R,Retired,-
1534,5e0a78e8b796e999afd9514c,221256,Justin Cruse,"Jan 21, 1984","Rosthern, SK, CAN",Canada,-,LW,"5'11"" / 180 cm",181 lbs / 82 kg,L,-,-
1535,5e0a78eab796e999afd95157,14499,Scott Doucet,"Feb 16, 1988","Qualicum Beach, BC, CAN",Canada,-,RW,"5'11"" / 181 cm",192 lbs / 87 kg,R,-,-
1536,5e0a78ecb796e999afd95179,33553,Shayne Neigum,"Mar 27, 1990","Kindersley, SK, CAN",Canada,-,D,"5'11"" / 181 cm",168 lbs / 76 kg,L,-,"Cousins: Chad Dorsett, Dean Dorsett & Derek Dorsett"
1537,5e0a78eeb796e999afd951a4,208964,Florian Baltram,"Mar 25, 1997","Wien, AUT",Austria,-,C/LW,"5'11"" / 180 cm",174 lbs / 79 kg,L,-,-
1538,5e0a78f0b796e999afd951b1,74667,Brett Dickie,"Mar 08, 1983","Pennant, SK, CAN",Canada,-,D,"6'2"" / 188 cm",203 lbs / 92 kg,L,-,-
1539,5e0a78f3b796e999afd951d8,197543,Braden Purtill,"Apr 27, 1997","Winnipeg, MB, CAN",Canada,-,LW/C,"6'0"" / 183 cm",185 lbs / 84 kg,L,-,2010-11 team: Sharks
1540,5e0a78f6b796e999afd951f2,13429,Malcolm MacMillan,"Feb 08, 1982","Thunder Bay, ON, CAN",Canada,-,C,"5'11"" / 180 cm",190 lbs / 86 kg,R,Retired,-
1541,5e0a78f8b796e999afd95217,201554,Parker Gavlas,"Jun 03, 1999","Saskatoon, SK, CAN",Canada,-,D,"6'0"" / 183 cm",183 lbs / 83 kg,R,-,-
1542,5e0a78fab796e999afd9522c,204323,Dustin Barker,"May 20, 1982","Savona, BC, CAN",Canada,-,LW,"6'0"" / 183 cm",174 lbs / 79 kg,L,Retired,-
1543,5e0a78fcb796e999afd95235,51031,"Wes Rypien
                                                                                                         a.k.a. ""Wesley Allan Rypien""","Nov 05, 1982","Coleman, AB, CAN",Canada,-,LW,"6'1"" / 185 cm",170 lbs / 77 kg,L,Retired,"Father: Wes Rypien Sr. (former Canadian boxing champion)
Brother: Rick Rypien
Cousins: Matthew Rypien and former NFL Quarterback, and Superbowl XXVI MVP Mark Rypien (external link)"
1544,5e0a78feb796e999afd9524a,120120,"Mitch Lipon
                                                                                                         a.k.a. ""Mitchell Lipon""","Mar 30, 1996","Regina, SK, CAN",Canada,-,C,"5'8"" / 173 cm",170 lbs / 77 kg,L,-,Brother: JC Lipon
1545,5e0a7900b796e999afd95269,251610,David Murray,"Jul 20, 1986","Edmonton, AB, CAN",Canada,-,LW,"6'1"" / 185 cm",161 lbs / 73 kg,L,Retired,-
1546,5e0a7903b796e999afd95278,67780,"Roman Prazak
                                                                                                         a.k.a. ""Roman Pražák""","Aug 07, 1984","Karlovy Vary, CZE",Czech Rep.,HC Karlovy Vary,F,"6'0"" / 182 cm",198 lbs / 90 kg,L,Retired,-
1547,5e0a7905b796e999afd95280,9620,"Roman Psurny
                                                                                                         a.k.a. ""Roman Pšurný""","Feb 23, 1986","Zlin, CZE",Czech Rep.,HC Zlin,C/LW,"6'1"" / 185 cm",187 lbs / 85 kg,L,20/21,Twin Brother: Michal Psurny
1548,5e0a7907b796e999afd9528a,296834,Garrett Wright,"Apr 17, 2001","Belfast, GBR",USA,-,F,"6'1"" / 185 cm",172 lbs / 78 kg,L,-,Father: Jason Wright
1549,5e0a7909b796e999afd9529f,186879,Stephen Sunderman,"Sep 05, 1983","Penticton, BC, CAN",Canada,-,LW,"6'4"" / 193 cm",240 lbs / 109 kg,L,Retired,-
1550,5e0a790cb796e999afd952ac,351234,"Zak Smith
                                                                


 a.k.a. ""Zach Smith""","May 25, 2001","Austin, MB, CAN",Canada,-,LW,"6'2"" / 188 cm",185 lbs / 84 kg,L,-,-
1551,5e0a790eb796e999afd952bb,200702,Braydon Buziak,"Jan 24, 1998","North Battleford, SK, CAN",Canada,-,C/LW,"5'11"" / 180 cm",205 lbs / 93 kg,L,-,-
1552,5e0a7910b796e999afd952d2,37138,Jeff Regier,"Jan 03, 1991","Abbotsford, BC, CAN",Canada,-,D,"6'1"" / 186 cm",185 lbs / 84 kg,R,-,Brother: Brandon Regier
1553,5e0a7913b796e999afd952e3,11631,Dustin Moore,"May 28, 1986","Red Deer, AB, CAN",Canada,-,RW,"6'0"" / 184 cm",185 lbs / 84 kg,R,-,-
1554,5e0a7915b796e999afd95302,247065,Anthony Bishop,"Apr 01, 1998","Kelowna, BC, CAN",Canada,-,D,"6'0"" / 183 cm",185 lbs / 84 kg,L,-,-
1555,5e0a7918b796e999afd95321,290353,Arshdeep Bains,"Jan 09, 2001","Surrey, BC, CAN",Canada,-,F,"6'0"" / 183 cm",176 lbs / 80 kg,L,-,-
1556,5e0a791ab796e999afd9532e,9613,"Tomas Fleischmann
                                                                


 a.k.a. ""Tomáš Fleischmann""","May 16, 1984","Koprivnice, CZE",Czech Rep.,HC Koprivnice,LW,"6'1"" / 185 cm",192 lbs / 87 kg,L,Retired,-
1557,5e0a791cb796e999afd95364,326634,Carter Chorney,"Feb 06, 2001","Sherwood Park, AB, CAN",Canada,-,RW,"6'1"" / 185 cm",185 lbs / 84 kg,R,-,-
1558,5e0a791fb796e999afd95377,392263,"Mike MacLean
                                                                                                         a.k.a. ""Michael MacLean""","Jul 09, 1998","Penticton, BC, CAN",Canada,-,RW,"6'7"" / 200 cm",234 lbs / 106 kg,R,-,-
1559,5e0a7921b796e999afd95386,200742,Donovan Neuls,"Oct 24, 1997","Grenfell, SK, CAN",Canada,-,C,"5'11"" / 180 cm",194 lbs / 88 kg,L,-,-
1560,5e0a7923b796e999afd95399,218617,Jason Francis,-,-,Canada,-,F,"5'7"" / 171 cm",161 lbs / 73 kg,-,Retired,-
